id,created_at,closed_at,handle_seconds,status,channel,customer_name,customer_email,customer_country,order_number,order_product,order_source,order_authorized,issue,decision,reason_code,citation,primary_agent_id,stage
WC-10093,2026-05-06T10:43:36Z,2026-05-06T10:47:29Z,233,CLOSED,voice,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10173,2026-05-06T08:59:18Z,2026-05-06T09:08:12Z,534,CLOSED,voice,"Sofia Martinez","sofia.martinez@example.com",US,"AR-200004","JOOLA Indoor Tournament Table 3000",AUTHORIZED_RETAILER,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10114,2026-05-05T19:04:29Z,2026-05-05T19:07:43Z,194,CLOSED,email,"Sarah Lee","sarah.lee@example.com",US,"JD-100002","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10102,2026-05-05T19:02:39Z,2026-05-05T19:11:55Z,556,CLOSED,email,"Emily White","emily.white@example.com",US,"JD-099002","JOOLA Perseus Original",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10048,2026-05-05T18:24:22Z,2026-05-05T18:32:22Z,480,CLOSED,voice,"Daniel Kim","daniel.kim@example.com",US,"JD-100014","JOOLA Magnus 3 14mm",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10012,2026-05-05T17:07:51Z,2026-05-05T18:07:51Z,3600,CLOSED,email,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"I bought the Journey on clearance for $89 and now I see it at $79 — can I get a price adjustment?",NOT_ELIGIBLE,"NO_PRICE_MATCH_CLEARANCE","§1.8, §4.12",rules,closed
WC-10096,2026-05-05T14:57:21Z,2026-05-05T15:06:49Z,568,CLOSED,web,"Hannah Cole","hannah.cole@example.com",US,"JD-099003","JOOLA Scorpeus Original",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10273,2026-05-05T12:20:48Z,2026-05-05T12:21:39Z,51,CLOSED,voice,"Trevor Nguyen","trevor.nguyen@example.com",US,"JD-100019","JOOLA Pro Net Set",JOOLA_DIRECT,true,"Net pole bent during normal assembly",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10100,2026-05-05T11:57:29Z,2026-05-05T12:02:27Z,298,CLOSED,voice,"Imani Foster","imani.foster@example.com",US,"JD-100022","JOOLA Ben Johns Eyewear",JOOLA_DIRECT,true,"NFC chip not reading in the app",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10255,2026-05-05T10:43:38Z,2026-05-05T10:54:06Z,628,CLOSED,voice,"Alex Green","alex.green@example.com",US,"JD-100050","JOOLA Pro Net Set",JOOLA_DIRECT,true,"Surface delaminating around the perimeter",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10071,2026-05-05T08:56:14Z,2026-05-05T09:05:46Z,572,CLOSED,email,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Paddle sounds different after one session",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10264,2026-05-04T20:05:40Z,,,REOPENED,web,"Jamal Wright","jamal.wright@example.com",US,"JD-100057","JOOLA Perseus 3 16mm",JOOLA_DIRECT,true,"NFC chip not reading in the app",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,rules
WC-10057,2026-05-04T19:17:53Z,2026-05-04T19:21:54Z,241,CLOSED,email,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Cosmetic chip near the corner",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10276,2026-05-04T16:37:03Z,2026-05-04T16:40:45Z,222,CLOSED,voice,"Olivia Reed","olivia.reed@example.com",US,"JD-100013","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Order arrived but paddle was damaged in box",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10272,2026-05-04T15:23:15Z,2026-05-04T15:24:29Z,74,CLOSED,voice,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Hairline crack near throat area",HUMAN_REVIEW_REQUIRED,"TABLE_SIGNED_DAMAGED","§4.11, §2.7, §5.2",esc,closed
WC-10222,2026-05-04T11:23:45Z,2026-05-04T11:26:25Z,160,CLOSED,voice,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10190,2026-05-03T20:22:33Z,2026-05-03T20:25:13Z,160,CLOSED,web,"Hannah Bauer","hannah.bauer@example.com.au",AU,"JD-100043","JOOLA Vision CGS 16mm",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10268,2026-05-03T19:18:56Z,2026-05-03T19:30:32Z,696,CLOSED,voice,"Mateo Gagnon","mateo.gagnon@example.ca",CA,"JD-100028","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"Bag zipper broke within a month",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10004,2026-05-03T17:07:51Z,2026-05-03T18:07:51Z,3600,CLOSED,voice,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"My husband gave me this paddle as a birthday gift — handle is peeling. The order is in his name.",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10208,2026-05-03T10:23:52Z,2026-05-03T10:31:45Z,473,CLOSED,email,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",NOT_ELIGIBLE,"NORMAL_WEAR_AND_TEAR","§2.3",rules,closed
WC-10227,2026-05-03T10:09:43Z,2026-05-03T10:14:37Z,294,CLOSED,voice,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10209,2026-05-02T17:30:08Z,2026-05-02T17:40:15Z,607,CLOSED,email,"Tomás Rivera","tomas.rivera@example.com",US,"","",,false,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10030,2026-05-02T16:50:08Z,2026-05-02T16:58:18Z,490,CLOSED,email,"Emily White","emily.white@example.com",US,"JD-100051","JOOLA Outdoor Pro Table",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10135,2026-05-02T08:20:50Z,2026-05-02T08:21:46Z,56,CLOSED,web,"Hannah Bauer","hannah.bauer@example.com.au",AU,"JD-100043","JOOLA Vision CGS 16mm",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10226,2026-05-01T19:30:51Z,2026-05-01T19:38:33Z,462,CLOSED,email,"Sarah Lee","sarah.lee@example.com",US,"JD-100048","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Carbon face has visible fiber lifting",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10214,2026-05-01T18:18:02Z,2026-05-01T18:20:24Z,142,CLOSED,voice,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Order arrived but paddle was damaged in box",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10203,2026-05-01T18:13:52Z,2026-05-01T18:25:26Z,694,CLOSED,email,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Paddle sounds different after one session",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10074,2026-05-01T16:32:43Z,2026-05-01T16:42:33Z,590,CLOSED,web,"John Smith","john.smith@example.com",US,"JD-099001","JOOLA Hyperion Original",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10128,2026-05-01T15:02:43Z,2026-05-01T15:11:28Z,525,CLOSED,voice,"Liam Tremblay","liam.tremblay@example.ca",CA,"JD-100026","JOOLA Rhyzm 425 Rubber",JOOLA_DIRECT,true,"Handle grip is peeling off",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10022,2026-05-01T11:15:05Z,2026-05-01T11:26:58Z,713,CLOSED,email,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Edge guard fully detached on the bottom",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10229,2026-05-01T11:06:48Z,2026-05-01T11:08:31Z,103,CLOSED,voice,"Daniel Kim","daniel.kim@example.com",US,"JD-100060","JOOLA Vision CGS 14mm",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10042,2026-05-01T08:26:34Z,2026-05-01T08:44:07Z,1053,CLOSED,voice,"Emily White","emily.white@example.com",US,"JD-100051","JOOLA Outdoor Pro Table",JOOLA_DIRECT,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10070,2026-04-30T20:30:10Z,2026-04-30T20:56:05Z,1555,CLOSED,voice,"Hannah Cole","hannah.cole@example.com",US,"JD-099003","JOOLA Scorpeus Original",JOOLA_DIRECT,true,"Receipt was uploaded but never approved",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10180,2026-04-30T19:04:54Z,2026-04-30T19:14:47Z,593,CLOSED,web,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Eyewear lens has internal scratch",HUMAN_REVIEW_REQUIRED,"REPLACEMENT_LIMIT_REACHED","§2.8 Step 5, §5.2",esc,closed
WC-10084,2026-04-30T18:45:38Z,2026-04-30T18:53:24Z,466,CLOSED,voice,"Nadia Costa","nadia.costa@example.com",US,"FB-400001","JOOLA Magnus 3 16mm",FACEBOOK_MARKETPLACE,false,"Hairline crack near throat area",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10087,2026-04-30T17:19:07Z,2026-04-30T17:29:13Z,606,CLOSED,voice,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Paddle warped after one week of play",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10259,2026-04-30T16:36:02Z,2026-04-30T16:40:32Z,270,CLOSED,web,"Ben Carter","ben.carter@example.com",US,"JD-100016","JOOLA Journey Paddle",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10206,2026-04-30T16:00:49Z,,,REOPENED,email,"Mateo Gagnon","mateo.gagnon@example.ca",CA,"JD-100028","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"NFC chip not reading in the app",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,rules
WC-10140,2026-04-30T15:14:25Z,2026-04-30T15:25:15Z,650,CLOSED,email,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10277,2026-04-30T14:09:02Z,2026-04-30T14:14:11Z,309,CLOSED,email,"Oliver Bennett","oliver.bennett@example.co.uk",GB,"JD-100041","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"Paddle sounds different after one session",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10198,2026-04-30T13:06:42Z,2026-04-30T13:16:09Z,567,CLOSED,email,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10234,2026-04-30T12:01:58Z,2026-04-30T12:07:14Z,316,CLOSED,email,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10138,2026-04-30T11:32:14Z,2026-04-30T11:39:08Z,414,CLOSED,email,"Grace Liu","grace.liu@example.com",US,"","",,false,"Order arrived but paddle was damaged in box",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10261,2026-04-30T10:03:43Z,,,REOPENED,voice,"Nadia Costa","nadia.costa@example.com",US,"JD-100020","JOOLA Primo Pickleballs (12)",JOOLA_DIRECT,true,"Hairline crack near throat area",HUMAN_REVIEW_REQUIRED,"BRAND_RISK","§5.2",esc,rules
WC-10119,2026-04-30T09:25:01Z,2026-04-30T09:36:34Z,693,CLOSED,email,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",NOT_ELIGIBLE,"NON_ORIGINAL_PURCHASER","§4.4, §2.1",rules,closed
WC-10120,2026-04-29T20:30:44Z,2026-04-29T20:38:24Z,460,CLOSED,web,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10142,2026-04-29T19:08:04Z,2026-04-29T19:12:25Z,261,CLOSED,email,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Order arrived but paddle was damaged in box",WARRANTY_EXPIRED,"WARRANTY_PERIOD_EXPIRED","§2.4",rules,closed
WC-10174,2026-04-29T16:32:04Z,2026-04-29T16:35:35Z,211,CLOSED,voice,"Marcus Hall","marcus.hall@example.com",US,"EB-300002","JOOLA Perseus 3 14mm",EBAY,false,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10101,2026-04-29T14:31:42Z,2026-04-29T14:40:00Z,498,CLOSED,voice,"Trevor Nguyen","trevor.nguyen@example.com",US,"JD-100019","JOOLA Pro Net Set",JOOLA_DIRECT,true,"Net pole bent during normal assembly",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10161,2026-04-29T14:30:31Z,2026-04-29T14:37:58Z,447,CLOSED,email,"Hannah Cole","hannah.cole@example.com",US,"AR-200056","JOOLA Indoor Tournament Table 3000",AUTHORIZED_RETAILER,true,"Paddle face cracked along the edge",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10111,2026-04-29T13:35:35Z,2026-04-29T13:37:56Z,141,CLOSED,email,"Nadia Costa","nadia.costa@example.com",US,"","",,false,"Edge guard came loose during play",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10107,2026-04-29T12:20:34Z,2026-04-29T12:23:10Z,156,CLOSED,voice,"Tomás Rivera","tomas.rivera@example.com",US,"FB-400002","JOOLA Vision CGS 14mm",FACEBOOK_MARKETPLACE,false,"Returning a gift — wrong paddle model",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10242,2026-04-29T11:32:05Z,2026-04-29T11:36:21Z,256,CLOSED,voice,"Mateo Gagnon","mateo.gagnon@example.ca",CA,"JD-100028","JOOLA Spirit Carbon Blade",JOOLA_DIRECT,true,"Question about warranty registration window",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10032,2026-04-29T10:46:19Z,2026-04-29T10:56:10Z,591,CLOSED,web,"Carlos Vega","carlos.vega@example.com",PR,"JD-100029","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Core sounds dead, very dampened response",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10105,2026-04-29T08:25:53Z,2026-04-29T08:28:44Z,171,CLOSED,voice,"Olivia Reed","olivia.reed@example.com",US,"JD-100059","JOOLA Scorpeus 4 16mm",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",HUMAN_REVIEW_REQUIRED,"DISPUTED_SELLER","§1.7, §2.9, §5.2",esc,closed
WC-10112,2026-04-28T19:01:28Z,,,OPEN,email,"Maria Garcia","maria.garcia@example.com",US,"JD-100007","JOOLA Agassi Pro IV",JOOLA_DIRECT,true,"Hairline crack near throat area",PROCESSING,"","",intake,draft
WC-10002,2026-04-28T17:07:51Z,2026-04-28T19:07:51Z,7200,CLOSED,email,"Sarah Lee","sarah.lee@example.com",US,"JD-100002","JOOLA Hyperion CFS 16mm",JOOLA_DIRECT,true,"My Hyperion has a defect — can I upgrade to a Perseus 3 instead under warranty?",NOT_ELIGIBLE,"UPGRADE_NOT_PERMITTED","§4.2, §2.8",rules,closed
WC-10151,2026-04-28T16:35:29Z,2026-04-28T16:45:42Z,613,CLOSED,web,"Sofia Martinez","sofia.martinez@example.com",US,"JD-100015","JOOLA Scorpeus 4 16mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",HUMAN_REVIEW_REQUIRED,"AMBIGUOUS_DAMAGE","§2.3, §5.2",esc,closed
WC-10110,2026-04-28T14:02:38Z,2026-04-28T14:04:02Z,84,CLOSED,email,"Priya Shah","priya.shah@example.com",US,"JD-100012","JOOLA Hyperion CFS 14mm",JOOLA_DIRECT,true,"Replacement paddle has the same defect",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10202,2026-04-28T13:31:14Z,2026-04-28T13:38:49Z,455,CLOSED,voice,"David Park","david.park@example.com",US,"JD-100054","JOOLA Infinity Apparel Tee",JOOLA_DIRECT,true,"Throat area has spider-web cracks",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10040,2026-04-28T09:39:26Z,2026-04-28T09:42:30Z,184,CLOSED,email,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Paddle face has bubbling under the surface",NOT_ELIGIBLE,"NORMAL_WEAR_AND_TEAR","§2.3",rules,closed
WC-10026,2026-04-27T18:54:48Z,2026-04-27T19:05:35Z,647,CLOSED,email,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Bag zipper broke within a month",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10046,2026-04-27T17:04:55Z,2026-04-27T17:17:05Z,730,CLOSED,voice,"David Park","david.park@example.com",US,"","",,false,"Replacement paddle has the same defect",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10034,2026-04-27T14:32:47Z,2026-04-27T14:34:31Z,104,CLOSED,voice,"Lena Schmidt","lena.schmidt@example.de",DE,"JD-100042","JOOLA Scorpeus 4 14mm",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10156,2026-04-27T13:23:27Z,2026-04-27T13:44:17Z,1250,CLOSED,email,"Tomás Rivera","tomas.rivera@example.com",US,"FB-400002","JOOLA Vision CGS 14mm",FACEBOOK_MARKETPLACE,false,"Handle grip is peeling off",NOT_ELIGIBLE,"CANCELLATION_NOT_PERMITTED","§1.5, §4.10",rules,closed
WC-10056,2026-04-27T12:59:31Z,2026-04-27T13:06:20Z,409,CLOSED,email,"Chris Wilson","chris.wilson@example.com",US,"JD-100006","JOOLA Magnus 3 16mm",JOOLA_DIRECT,true,"Throat area has spider-web cracks",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10065,2026-04-27T12:57:49Z,2026-04-27T13:09:08Z,679,CLOSED,web,"Jordan West","jordan.west@example.com",US,"JD-100021","JOOLA Tour Elite Bag",JOOLA_DIRECT,true,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10059,2026-04-27T09:59:08Z,2026-04-27T10:10:25Z,677,CLOSED,email,"David Park","david.park@example.com",US,"JD-100008","JOOLA Hyperion CAS 16mm",JOOLA_DIRECT,true,"Eyewear hinge snapped on first use",NOT_ELIGIBLE,"UNAUTHORIZED_SELLER","§1.7, §2.3",rules,closed
WC-10175,2026-04-27T09:06:44Z,2026-04-27T09:08:49Z,125,CLOSED,email,"Mike Brown","mike.brown@example.com",US,"","",,false,"Paddle warped after one week of play",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
WC-10265,2026-04-26T18:41:23Z,2026-04-26T18:43:53Z,150,CLOSED,voice,"Alex Green","alex.green@example.com",US,"JD-100050","JOOLA Pro Net Set",JOOLA_DIRECT,true,"Hairline crack near throat area",HUMAN_REVIEW_REQUIRED,"DISPUTED_SELLER","§1.7, §2.9, §5.2",esc,closed
WC-10253,2026-04-26T10:48:00Z,2026-04-26T10:53:44Z,344,CLOSED,voice,"Emily White","emily.white@example.com",US,"","",,false,"Net height adjustment slipping during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10225,2026-04-26T08:32:28Z,2026-04-26T08:42:03Z,575,CLOSED,voice,"Aisha Khan","aisha.khan@example.com",US,"JD-100017","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Returning a gift — wrong paddle model",NOT_ELIGIBLE,"OUTSIDE_WARRANTY_REGION","§2.1, §4.13",rules,closed
WC-10177,2026-04-25T20:57:00Z,2026-04-25T21:07:03Z,603,CLOSED,web,"Jordan West","jordan.west@example.com",US,"","",,false,"Order arrived but paddle was damaged in box",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10200,2026-04-25T20:51:19Z,2026-04-25T20:59:34Z,495,CLOSED,email,"John Smith","john.smith@example.com",US,"JD-100047","JOOLA Solaire Paddle",JOOLA_DIRECT,true,"Edge guard came loose during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DAMAGED_ON_ARRIVAL","§3.9, §1.3",response,closed
WC-10172,2026-04-25T17:24:34Z,2026-04-25T17:29:03Z,269,CLOSED,voice,"Charlotte Roy","charlotte.roy@example.ca",CA,"JD-100027","JOOLA Prime 40+ Balls (6)",JOOLA_DIRECT,true,"Throat area has spider-web cracks",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10001,2026-04-25T17:07:51Z,2026-04-25T19:07:51Z,7200,CLOSED,email,"John Smith","john.smith@example.com",US,"JD-100001","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Paddle face cracked after 45 days — past return window but I think still under warranty",ELIGIBLE_FOR_DAMAGE_REVIEW,"WITHIN_WARRANTY_PAST_RETURN","§4.1, §2.4",response,closed
WC-10217,2026-04-25T16:46:30Z,2026-04-25T16:53:33Z,423,CLOSED,voice,"Olivia Reed","olivia.reed@example.com",US,"JD-100013","JOOLA Perseus 3 14mm",JOOLA_DIRECT,true,"Edge guard came loose during play",ELIGIBLE_FOR_DAMAGE_REVIEW,"DEFECT_REPORTED_WITH_PHOTOS","§2.8 Step 2",response,closed
WC-10118,2026-04-25T13:57:02Z,2026-04-25T14:02:15Z,313,CLOSED,email,"Marcus Hall","marcus.hall@example.com",US,"JD-100018","JOOLA Essentials Paddle",JOOLA_DIRECT,true,"Hairline crack near throat area",ELIGIBLE_FOR_DAMAGE_REVIEW,"AUTHORIZED_PURCHASE_IN_WARRANTY","§2.2, §2.4",response,closed
WC-10166,2026-04-25T12:35:12Z,2026-04-25T12:40:55Z,343,CLOSED,email,"Grace Liu","grace.liu@example.com",US,"JD-100024","JOOLA Indoor Tournament Table 3000",JOOLA_DIRECT,true,"Paddle bag handle stitching came apart",ELIGIBLE_FOR_DAMAGE_REVIEW,"NFC_REGISTERED_WITHIN_WINDOW","§2.5, §2.4",response,closed
